160.0, 149.0, 125.0, 110.0, 133.0, 119.0, 88.0, 64.0, 
160.0, 167.0, 141.0, 149.0, 125.0, 134.0, 99.0, 110.0, 
160.0, 148.0, 153.0, 140.0, 164.0, 152.0, 157.0, 144.0, 
160.0, 135.0, 135.0, 103.0, 134.0, 101.0, 102.0, 52.0, 
160.0, 131.0, 133.0, 95.0, 133.0, 96.0, 98.0, 32.0, 
160.0, 144.0, 124.0, 102.0, 132.0, 112.0, 84.0, 46.0, 
160.0, 129.0, 132.0, 91.0, 136.0, 96.0, 100.0, 30.0, 
148.0, 68.0, 156.0, 85.0, 201.0, 153.0, 207.0, 160.0, 
160.0, 153.0, 153.0, 145.0, 156.0, 148.0, 147.0, 140.0, 
135.0, 152.0, 147.0, 163.0, 131.0, 149.0, 144.0, 160.0, 
141.0, 146.0, 147.0, 151.0, 151.0, 155.0, 156.0, 160.0, 
160.0, 112.0, 135.0, 70.0, 165.0, 118.0, 140.0, 79.0, 
160.0, 155.0, 152.0, 147.0, 130.0, 124.0, 120.0, 113.0, 
139.0, 80.0, 145.0, 90.0, 192.0, 155.0, 197.0, 160.0, 
160.0, 94.0, 174.0, 116.0, 180.0, 125.0, 192.0, 142.0, 
160.0, 136.0, 135.0, 105.0, 130.0, 98.0, 98.0, 47.0, 
126.0, 177.0, 146.0, 192.0, 70.0, 143.0, 101.0, 160.0, 
160.0, 146.0, 137.0, 120.0, 126.0, 107.0, 94.0, 67.0, 
160.0, 146.0, 127.0, 108.0, 127.0, 108.0, 79.0, 43.0, 
160.0, 160.0, 136.0, 135.0, 121.0, 121.0, 85.0, 85.0, 
160.0, 128.0, 142.0, 105.0, 153.0, 119.0, 134.0, 93.0, 
160.0, 118.0, 137.0, 84.0, 170.0, 131.0, 148.0, 101.0, 
160.0, 119.0, 131.0, 74.0, 149.0, 102.0, 116.0, 42.0, 
160.0, 103.0, 144.0, 74.0, 195.0, 151.0, 181.0, 133.0, 
59.0, 114.0, 104.0, 143.0, 94.0, 136.0, 127.0, 160.0, 
105.0, 125.0, 129.0, 145.0, 126.0, 143.0, 146.0, 160.0, 
160.0, 134.0, 118.0, 78.0, 198.0, 178.0, 165.0, 140.0, 
160.0, 152.0, 147.0, 138.0, 145.0, 136.0, 130.0, 120.0, 
121.0, 122.0, 142.0, 143.0, 141.0, 142.0, 160.0, 160.0, 
160.0, 89.0, 161.0, 90.0, 198.0, 146.0, 199.0, 147.0, 
103.0, 122.0, 130.0, 146.0, 123.0, 139.0, 147.0, 160.0, 
160.0, 105.0, 150.0, 88.0, 200.0, 160.0, 192.0, 149.0, 
49.0, 81.0, 113.0, 130.0, 106.0, 124.0, 147.0, 161.0, 
160.0, 132.0, 132.0, 94.0, 133.0, 97.0, 97.0, 30.0, 
160.0, 80.0, 166.0, 91.0, 196.0, 138.0, 201.0, 145.0, 
113.0, 77.0, 134.0, 105.0, 166.0, 144.0, 181.0, 160.0, 
117.0, 72.0, 153.0, 122.0, 157.0, 127.0, 185.0, 160.0, 
160.0, 159.0, 128.0, 125.0, 115.0, 113.0, 61.0, 57.0, 
160.0, 192.0, 124.0, 163.0, 110.0, 152.0, 42.0, 113.0, 
160.0, 134.0, 142.0, 111.0, 135.0, 101.0, 112.0, 69.0, 
136.0, 153.0, 151.0, 167.0, 129.0, 147.0, 144.0, 160.0, 
9.0, 92.0, 94.0, 131.0, 93.0, 131.0, 132.0, 160.0, 
36.0, 89.0, 98.0, 128.0, 104.0, 132.0, 138.0, 160.0, 
135.0, 89.0, 137.0, 92.0, 189.0, 159.0, 190.0, 160.0, 
160.0, 129.0, 137.0, 97.0, 158.0, 125.0, 133.0, 92.0, 
22.0, 87.0, 95.0, 127.0, 101.0, 131.0, 137.0, 160.0, 
160.0, 134.0, 155.0, 128.0, 160.0, 133.0, 155.0, 127.0, 
120.0, 126.0, 139.0, 143.0, 140.0, 145.0, 156.0, 160.0, 
160.0, 98.0, 157.0, 91.0, 181.0, 129.0, 178.0, 124.0, 
